"","ID","year","Midterm","AreaAll","R_seats","D_seats","Other_seats","total_votes","R_votes","D_votes","Other_votes","winning_vote_margin","winner_party","R_totalvote_pct","D_totalvote_pct","Other_totalvote_pct","R_majorvote_pct","D_majorvote_pct","R_majorvote_pct_lag","D_majorvote_pct_lag","president_party","Pres_D","Pres_R","H_incumbent_party_winner","H_incumbent_party_majorvote_pct","H_incumbent_party","H_inc_D","H_inc_R","US_Unemployment.Rate","US_CPI","GDP_Growth_Pct","...1","STATENAME","DISTRICT","avg_rating","Close_E_D","LLS_R","LLS_D","St_AVG_R","cvap","RepVotes","DemVotes","RepVotesMajorPercent","DemVotesMajorPercent","Incumbent_R","Incumbent_D","Open_seat","voterTR","D_2012","D_2014","D_2016","D_2018","D_2020","MidtermE_D","PresE_D","st_cd_fips","est_cost_sum"
"373",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,341,"Ohio",7,6.6666667,0,1,0,2.6667,551430,153117,107536,58.74,41.26,1,0,0,0.472685563,0,0,0,1,0,1,0,3907,2179100
"374",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,342,"Ohio",10,6.1666667,0,1,0,2.1667,548220,157554,118785,57.01,42.99,1,0,0,0.504065886,0,0,0,1,0,1,0,3910,679490
"375",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,343,"Ohio",12,4.6666667,0,0,1,0.6667,571539,175677,161251,52.14,47.86,1,0,0,0.589510077,0,0,0,1,0,1,0,3912,2201120
"376",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,344,"Ohio",14,5.875,0,1,0,1.875,550315,169809,137549,55.25,44.75,1,0,0,0.558512852,0,0,0,1,0,1,0,3914,1494020
"377",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,345,"Ohio",15,6.8333333,0,1,0,2.8333,576086,170593,116112,59.5,40.5,1,0,0,0.49767743,0,0,0,1,0,1,0,3915,841910
"378",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,346,"Ohio",16,6.8333333,0,1,0,2.8333,556785,170029,129681,56.73,43.27,0,0,1,0.538286771,0,0,0,1,0,1,0,3916,201270
"379",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,347,"Oklahoma",5,6.1666667,0,1,0,2.1667,552434,117811,121149,49.3,50.7,1,0,0,0.432558459,0,0,0,1,0,1,0,4005,766360
"380",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,348,"Oregon",5,1.5,1,0,0,2.5,586219,149887,197187,43.19,56.81,0,1,0,0.592055188,0,0,0,1,0,1,0,4105,151880
"381",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,349,"Pennsylvania",1,4.1666667,0,0,1,0.1667,537869,169053,160745,51.26,48.74,1,0,0,0.613156735,0,0,0,1,0,1,0,4201,12180510
"382",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,350,"Pennsylvania",5,1.4583333,1,0,0,2.5417,520831,106075,198639,34.81,65.19,0,0,1,0.585053501,0,0,0,1,0,1,0,4205,128080
"383",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,351,"Pennsylvania",6,1.4583333,1,0,0,2.5417,516389,124124,177704,41.12,58.88,0,0,1,0.584497346,0,0,0,1,0,1,0,4206,1090420
"384",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,352,"Pennsylvania",7,2.5833333,1,0,0,1.4167,541680,114437,140813,44.83,55.17,0,0,1,0.47121917,0,0,0,1,0,1,0,4207,2415670
"385",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,353,"Pennsylvania",8,1.9166667,1,0,0,2.0833,537910,112563,135603,45.36,54.64,0,1,0,0.461352271,0,0,0,1,0,1,0,4208,1897390
"386",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,354,"Pennsylvania",10,4.75,0,0,1,0.75,547580,149365,141668,51.32,48.68,1,0,0,0.531489463,0,0,0,1,0,1,0,4210,3004760
"387",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,355,"Pennsylvania",11,6.8333333,0,1,0,2.8333,545860,163708,113876,58.98,41.02,1,0,0,0.508525996,0,0,0,1,0,1,0,4211,745490
"388",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,356,"Pennsylvania",14,6.5416667,0,1,0,2.5417,554526,151386,110051,57.91,42.09,0,0,1,0.47146031,0,0,0,1,0,1,0,4214,330290
"389",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,357,"Pennsylvania",16,5.2083333,0,1,0,1.2083,540100,135348,124109,52.17,47.83,1,0,0,0.480386965,0,0,0,1,0,1,0,4216,2582590
"390",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,358,"Pennsylvania",17,1.9166667,1,0,0,2.0833,554549,142417,183162,43.74,56.26,0,1,0,0.587105919,0,0,0,1,0,1,0,4217,4383210
"391",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,359,"South Carolina",1,5.375,0,1,0,1.375,NA,141473,145455,49.31,50.69,0,0,1,NA,0,0,0,1,0,1,0,4501,1102770
"392",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,360,"Texas",2,6.3333333,0,1,0,2.3333,505415,139188,119992,53.7,46.3,0,0,1,0.512806308,0,0,0,1,0,1,0,4802,977780
"393",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,361,"Texas",6,6.5,0,1,0,2.5,522243,135961,116350,53.89,46.11,0,0,1,0.483129501,0,0,0,1,0,1,0,NA,NA
"394",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,362,"Texas",7,4.2916667,0,0,1,0.2917,455009,115642,127959,47.47,52.53,1,0,0,0.535376223,0,0,0,1,0,1,0,4807,13737440
"395",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,363,"Texas",10,6.6666667,0,1,0,2.6667,548535,157166,144034,52.18,47.82,1,0,0,0.549098964,0,0,0,1,0,1,0,NA,NA
"396",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,364,"Texas",21,6.0416667,0,1,0,2.0417,595110,177654,168421,51.33,48.67,0,0,1,0.581531146,0,0,0,1,0,1,0,4821,1246320
"397",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,365,"Texas",22,6.1666667,0,1,0,2.1667,545682,152750,138153,52.51,47.49,1,0,0,0.533099864,0,0,0,1,0,1,0,4822,345010
"398",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,366,"Texas",23,5.25,0,1,0,1.25,474242,103285,102359,50.23,49.77,1,0,0,0.433626714,0,0,0,1,0,1,0,4823,9516410
"399",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,367,"Texas",24,6.8333333,0,1,0,2.8333,495806,133317,125231,51.56,48.44,1,0,0,0.521470091,0,0,0,1,0,1,0,NA,NA
"400",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,368,"Texas",25,6.8333333,0,1,0,2.8333,553092,163023,136385,54.45,45.55,1,0,0,0.541334895,0,0,0,1,0,1,0,4825,194900
"401",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,369,"Texas",31,6.2083333,0,1,0,2.2083,566721,144680,136362,51.48,48.52,1,0,0,0.495908922,0,0,0,1,0,1,0,4831,2847770
"402",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,370,"Texas",32,4,0,0,1,0,493394,126101,144067,46.68,53.32,1,0,0,0.547570501,0,0,0,1,0,1,0,4832,13539480
"403",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,371,"Utah",4,3.6666667,0,0,1,0.3333,495024,134270,134964,49.87,50.13,1,0,0,0.543880701,0,0,0,1,0,1,0,4904,4208200
"404",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,372,"Virginia",2,4.2916667,0,0,1,0.2917,554237,133458,139571,48.88,51.12,1,0,0,0.492621388,0,0,0,1,0,1,0,5102,6440380
"405",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,373,"Virginia",5,4.875,0,0,1,0.875,570230,165339,145040,53.27,46.73,0,0,1,0.54430493,0,0,0,1,0,1,0,5105,2628880
"406",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,374,"Virginia",7,3.8333333,0,0,1,0.1667,561597,169295,176079,49.02,50.98,1,0,0,0.614985479,0,0,0,1,0,1,0,5107,6089560
"407",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,375,"Virginia",10,2.875,1,0,0,1.125,538859,160841,206356,43.8,56.2,1,0,0,0.68143429,0,0,0,1,0,1,0,5110,13871740
"408",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,376,"Washington",3,5.2083333,0,1,0,1.2083,523293,161819,145407,52.67,47.33,1,0,0,0.587101299,0,0,0,1,0,1,0,5303,3295690
"409",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,377,"Washington",5,5.375,0,1,0,1.375,533997,175422,144925,54.76,45.24,1,0,0,0.599904119,0,0,0,1,0,1,0,5305,2593850
"410",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,378,"Washington",8,3.5,0,0,1,0.5,506305,148968,164089,47.58,52.42,0,0,1,0.618317022,0,0,0,1,0,1,0,5308,13512340
"411",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,379,"West Virginia",2,6.6666667,0,1,0,2.6667,NA,110504,88011,55.67,44.33,1,0,0,NA,0,0,0,1,0,1,0,5402,416260
"412",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,380,"West Virginia",3,5.25,0,1,0,1.25,NA,98645,76340,56.37,43.63,0,0,1,NA,0,0,0,1,0,1,0,5403,2828930
"413",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,381,"Wisconsin",1,5.25,0,1,0,1.25,535340,177492,137508,56.35,43.65,0,0,1,0.588411103,0,0,0,1,0,1,0,5501,3457250
"414",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,382,"Wisconsin",3,1.1666667,1,0,0,2.8333,559186,126980,187888,40.33,59.67,0,1,0,0.563082767,0,0,0,1,0,1,0,NA,NA
"415",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,383,"Wisconsin",6,6.5,0,1,0,2.5,548845,180311,144536,55.51,44.49,1,0,0,0.591873844,0,0,0,1,0,1,0,5506,2263750
"416",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,384,"Alaska",0,5.40625,0,1,0,1.4063,532553,192126,159856,54.58,45.42,1,0,0,0.660933278,0,0,0,0,1,0,1,NA,NA
"417",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,385,"Arizona",1,2.34375,1,0,0,1.6563,571454,176709,188469,48.39,51.61,0,1,0,0.639033063,0,0,0,0,1,0,1,NA,NA
"418",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,386,"Arizona",2,1.125,1,0,0,2.875,553192,170975,209945,44.88,55.12,0,1,0,0.688585518,0,0,0,0,1,0,1,NA,NA
"419",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,387,"Arizona",6,4.125,0,0,1,0.125,593835,217783,199644,52.17,47.83,1,0,0,0.702934317,0,0,0,0,1,0,1,NA,NA
"420",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,388,"Arkansas",2,4.5,0,0,1,0.5,569302,184093,148410,55.37,44.63,1,0,0,0.584053806,0,0,0,0,1,0,1,NA,NA
"421",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,389,"California",1,6.5,0,1,0,2.5,543723,204190,154073,56.99,43.01,1,0,0,0.658907201,0,0,0,0,1,0,1,NA,NA
"422",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,390,"California",4,6.25,0,1,0,2.25,571765,247291,194731,55.95,44.05,1,0,0,0.773083347,0,0,0,0,1,0,1,NA,NA
"423",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,391,"California",7,1.125,1,0,0,2.875,535496,166549,217416,43.38,56.62,0,1,0,0.717026831,0,0,0,0,1,0,1,NA,NA
"424",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,392,"California",8,6.75,0,1,0,2.75,482457,158711,124400,56.06,43.94,0,0,1,0.586810845,0,0,0,0,1,0,1,NA,NA
"425",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,393,"California",10,1.625,1,0,0,2.375,482386,135629,166865,44.84,55.16,0,1,0,0.627078729,0,0,0,0,1,0,1,NA,NA
"426",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,394,"California",21,3.625,0,0,1,0.375,362407,85928,84406,50.45,49.55,0,1,0,0.470007478,0,0,0,0,1,0,1,NA,NA
"427",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,395,"California",22,6.625,0,1,0,2.625,482747,170888,144251,54.23,45.77,1,0,0,0.652803642,0,0,0,0,1,0,1,NA,NA
"428",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,396,"California",25,4.125,0,0,1,0.125,474528,169638,169305,50.05,49.95,1,0,0,0.714273973,0,0,0,0,1,0,1,NA,NA
"429",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,397,"California",39,2.96875,1,0,0,1.0313,495007,173946,169837,50.6,49.4,0,1,0,0.69450129,0,0,0,0,1,0,1,NA,NA
"430",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,398,"California",42,6.875,0,1,0,2.875,544900,210274,157773,57.13,42.87,1,0,0,0.67543953,0,0,0,0,1,0,1,NA,NA
"431",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,399,"California",45,1.25,1,0,0,2.75,529045,193096,221843,46.54,53.46,0,1,0,0.784317024,0,0,0,0,1,0,1,NA,NA
"432",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,400,"California",48,2.9375,1,0,0,1.0625,526102,201738,193362,51.06,48.94,0,1,0,0.750995054,0,0,0,0,1,0,1,NA,NA
"433",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,401,"California",50,5.78125,0,1,0,1.7813,509350,195521,166869,53.95,46.05,0,0,1,0.71147541,0,0,0,0,1,0,1,NA,NA
"434",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,402,"Colorado",3,4.71875,0,0,1,0.7188,567907,220634,194122,53.2,46.8,0,0,1,0.730323803,0,0,0,0,1,0,1,NA,NA
"435",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,403,"Colorado",6,1.125,1,0,0,2.875,560937,175192,250314,41.17,58.83,0,1,0,0.758562905,0,0,0,0,1,0,1,NA,NA
"436",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,404,"Florida",7,1.25,1,0,0,2.75,583427,175750,224946,43.86,56.14,0,1,0,0.686797149,0,0,0,0,1,0,1,NA,NA
"437",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,405,"Florida",13,1.25,1,0,0,2.75,584369,190713,215405,46.96,53.04,0,1,0,0.694968419,0,0,0,0,1,0,1,NA,NA
"438",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,406,"Florida",15,5.1875,0,1,0,1.1875,582193,216374,174297,55.39,44.61,0,0,1,0.671033489,0,0,0,0,1,0,1,NA,NA
"439",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,407,"Florida",16,5.90625,0,1,0,1.9063,639522,269001,215683,55.5,44.5,1,0,0,0.757884795,0,0,0,0,1,0,1,NA,NA
"440",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,408,"Florida",18,6.28125,0,1,0,2.2813,592871,253286,186674,57.57,42.43,1,0,0,0.74208386,0,0,0,0,1,0,1,NA,NA
"441",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,409,"Florida",26,3.03125,0,0,1,0.9688,476187,177223,165407,51.72,48.28,0,1,0,0.719528253,0,0,0,0,1,0,1,NA,NA
"442",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,410,"Florida",27,1.875,1,0,0,2.125,454417,176141,166758,51.37,48.63,0,1,0,0.754591047,0,0,0,0,1,0,1,NA,NA
"443",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,411,"Georgia",6,2.71875,1,0,0,1.2813,499106,180329,216775,45.41,54.59,0,1,0,0.795630587,0,0,0,0,1,0,1,NA,NA
"444",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,412,"Georgia",7,3.40625,0,0,1,0.5938,501272,180564,190900,48.61,51.39,0,0,1,0.741042787,0,0,0,0,1,0,1,NA,NA
"445",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,413,"Illinois",6,1.5,1,0,0,2.5,520319,183891,213777,46.24,53.76,0,1,0,0.764277299,0,0,0,0,1,0,1,NA,NA
"446",37,2020,0,"United State",212,222,0,152701256,72916809,77430912,2353535,4514103,"D",47.75,50.71,1.54,48.5,51.5,45.65,54.35,"D",1,0,TRUE,51.5,"D",1,0,24.35,258.82,3.2734,414,"Illinois",13,4.375,0,0,1,0.375,541260,181373,151648,54.46,45.54,1,0,0,0.615269926,0,0,0,0,1,0,1,NA,NA
